_id,Title,Available Globally?,Hours Viewed,Number of Ratings,Rating,Genre,Key Words,Description,Release Date
6594351c8ac27c81aa927284,Pettersson und Findus: Season 2,No,600000,209,5,"['Animation', 'Adventure', 'Comedy']",cat,"The old man Petterson is trying to sleep but his cat Findus is keeping him awake, so they both agree that Findus shall have his own house. Based on the beloved books by Sven Nordqvist.",
6594351c8ac27c81aa927285,Phantom Thread,No,600000,142229,7.4,"['Drama', 'History', 'Romance']","dressmaker,fashion designer,1950s,dysfunctional relationship,fashion house","Set in 1950s London, Reynolds Woodcock is a renowned dressmaker whose fastidious life is disrupted by a young, strong-willed woman, Alma, who becomes his muse and lover.",
6594351c8ac27c81aa927286,Pitbull Public Orders // Pitbull Nowe Porządki,No,600000,,,,,,
6594351c8ac27c81aa927287,Players // प्लेयर्स,No,600000,4899,4.3,"['Action', 'Crime', 'Thriller']","seduction,hot,sexy,drunk girl,caper crime","Learning of a fortune in gold being secretly shipped to Romania, master thieves Charlie and Riya assemble a crack team to steal it.",
6594351c8ac27c81aa927288,Please Feel at Ease Mr. Ling: Season 1 // 一不小心撿到愛: 第 1 季 // 一不小心捡到爱: 第 1 季,No,600000,568,7.6,"['Comedy', 'Drama', 'Romance']","c drama,chinese drama",A story of how the &apos;rabbit&apos; brings home a &apos;big bad wolf&apos; follows a young woman named Gu Anxin who chances upon the hotshot executive Ling Yue after he encountered an accident.,
6594351c8ac27c81aa927289,Point Break (2015),No,600000,65497,5.3,"['Action', 'Adventure', 'Crime']","snow adventure,criminal,bikini,time bomb,aerial camera shot","A young FBI agent infiltrates an extraordinary team of extreme sports athletes he suspects of masterminding a string of unprecedented, sophisticated corporate heists.",
6594351c8ac27c81aa92728a,Pororo Singalong show NEW1: Season 1 // 뽀로로와 노래해요 NEW1: 시즌 1,No,600000,,,,,,
6594351c8ac27c81aa92728b,Pretend It’s a City: Limited Series,Yes,600000,8367,8,"['Documentary', 'Biography', 'Comedy']","new york,tv mini series,new york city,lesbian,strong woman","Wander the New York City streets and fascinating mind of wry writer, humorist and raconteur Fran Lebowitz as she sits down with Martin Scorsese.",2021-01-08T00:00:00.000Z
6594351c8ac27c81aa92728c,Project Mc²: Part 4,Yes,600000,1244,6.2,['Family'],"psychotronic series,science,technology,spy,girl",,2017-02-14T00:00:00.000Z
6594351c8ac27c81aa92728d,Puberty Blues: Season 1,No,600000,91,6.8,"['Short', 'Musical']","melody master series,barber shop,sweepstakes,vitaphone melody master,tap dancing",,
6594351c8ac27c81aa92728e,Qin Empire: Alliance // 大秦帝國之縱橫 // 大秦帝国之纵横,No,600000,136,8.1,"['Drama', 'History', 'War']","4th century b.c.,chinese history,chinese historical setting,ancient china","During the Warring States period, Qin state ruler Duke Xiao recruits statesman Shang Yang to help enact bold reforms that transform western China.",
6594351c8ac27c81aa92728f,Querô,No,600000,367,6.7,['Drama'],"bordello,prostitute,stabbing,juvenile detention,male rape","Querô is an orphan teenager, living alone near the docks in Santos, Brazil. His mother, a prostitute, died when he was a baby, and he was raised in the bordello where she worked. He also doesn&apos;t know who his father is. Believing h...",
6594351c8ac27c81aa927290,Race: Bubba Wallace: Limited Series,Yes,600000,550,6.6,"['Documentary', 'Sport']","nascar,racing,race,career,tv mini series",Follows the NASCAR driver Bubba Wallace as he competes for the 23XI Racing team.,2022-02-22T00:00:00.000Z
6594351c8ac27c81aa927291,Rang De Basanti // रंग दे बसंती,No,600000,121610,8.1,"['Comedy', 'Crime', 'Drama']","delhi india,murder,friend,india,awakening","The story of six young Indians who assist an English woman to film a documentary on the freedom fighters from their past, and the events that lead them to relive the long-forgotten saga of freedom.",
6594351c8ac27c81aa927292,Ranking of Kings: Season 2 // 王様ランキング: シーズン2,No,600000,237,9.3,"['Documentary', 'Short']",,,
6594351c8ac27c81aa927293,Ransom (1996),No,600000,133679,6.7,"['Action', 'Crime', 'Thriller']","ankle holster,united states of america,ransom,bounty,millionaire",,
6594351c8ac27c81aa927294,Ranveer vs Wild with Bear Grylls,Yes,600000,4242,6.9,['Documentary'],"travel documentary,animal,interactive,jungle,escape",,2022-07-08T00:00:00.000Z
6594351c8ac27c81aa927295,RattleSnake - The Ahanna Story,Yes,600000,,,,,,
6594351c8ac27c81aa927296,Ray: Limited Series // रे: Limited Series,Yes,600000,,,,,,2021-06-25T00:00:00.000Z
6594351c8ac27c81aa927297,Re:Mind: Season 1,Yes,600000,11869,8.4,['Short'],,,2017-10-12T00:00:00.000Z
6594351c8ac27c81aa927298,Red Riding Hood (2011),No,600000,115026,5.4,"['Fantasy', 'Horror', 'Mystery']","half sister,werewolf horror,whodunit,younger version of character,dumping a dead body in a lake","Set in a medieval village that is haunted by a werewolf, a young girl falls for an orphaned woodcutter, much to her family&apos;s displeasure.",
6594351c8ac27c81aa927299,Restaurant to Another World // 異世界食堂,No,600000,675,7.1,"['Animation', 'Fantasy', 'Sci-Fi']","food anime,food,restaurant,isekai,anime animation","A chef runs a restaurant that serves as a Portal between our World & a Fantasy land every 7 Days, where he serves Western Style Food to Elves, Demons, Dragons & more.",
6594351c8ac27c81aa92729a,Return to Christmas Creek,No,600000,688,2.9,"['Adventure', 'Drama', 'Family']","sequel by name only,psychotronic film,children,creature,hurricane",,
6594351c8ac27c81aa92729b,Reunion 1.0 // Klassentreffen 1.0,No,600000,41,7.7,['Comedy'],"baseball,baseball player","Two generations of professional baseball players return for a &apos;Reunion&apos; game. But before the game is played, the players are coerced into telling stories about their on and off the field past, and oh boy, watch out.",
6594351c8ac27c81aa92729c,Richie Rich (1994),No,600000,2489,4,"['Comedy', 'Family']","snow,child,wish,christmas,blond boy","After getting blamed for spoiling Christmas, the richest kid in the world wishes he&apos;d never been born.",
6594351c8ac27c81aa92729d,Riviera East // Nyugati Nyaralás,No,600000,1117,5.7,"['Comedy', 'Crime']","car,family relationships","Gyuri Maurer&apos;s family is about to go on holiday, but instead of four passports, only three arrive. Instead of heading west with a German car and the accompanying papers, they will be tourists coming from the west.",
6594351c8ac27c81aa92729e,Roppongi Class: Season 1 // 六本木クラス: シーズン1,No,600000,,,,,,
6594351c8ac27c81aa92729f,Route 10 // سكة طويله,No,600000,731,4.9,"['Action', 'Drama', 'Thriller']",brother,,
6594351c8ac27c81aa9272a0,Rumor Has It... (2005),No,600000,60993,5.5,"['Comedy', 'Drama', 'Romance']","biological father,author,search for father,female nudity,motor vehicle",,
6594351c8ac27c81aa9272a1,Run & Gun,No,600000,92258,6.7,"['Mystery', 'Thriller']","revenge,kidnapping,child abduction,mother daughter relationship,munchausen syndrome by proxy",,
6594351c8ac27c81aa9272a2,"Run, Fatboy, Run",No,600000,69562,6.5,"['Comedy', 'Romance', 'Sport']","prologue,animated closing credits,no opening credits,marathon,training",,
6594351c8ac27c81aa9272a3,Sai de Baixo: O Filme,No,600000,517,4.7,['Comedy'],plan,"Caco Antibes is released from jail, and plans another coup involving the family: Vavá, Cassandra, Ribamar, and Magda.",
6594351c8ac27c81aa9272a4,SanPa: Sins of the Savior: Limited Series // SanPa: Luci e tenebre di San Patrignano: Limited Series,Yes,600000,1693,7.8,"['Documentary', 'Crime']","tv mini series,rehabilitation center,drug rehabilitation,controversy,trial","Amidst a heroin crisis, Vincenzo Muccioli cared for the addicted, earning him fierce public devotion -- even as charges of violence began to mount.",2020-12-30T00:00:00.000Z
6594351c8ac27c81aa9272a5,Satria Dewa: Gatotkaca,No,600000,825,5.2,"['Action', 'Adventure', 'Drama']","superhero,power,villain,force,agent","Legends collide as young Yuda wrestles with his newfound godlike powers, defending his world in an endless battle against ancient and powerful evils.",
6594351c8ac27c81aa9272a6,Sebastian Maniscalco: Aren't You Embarrassed?,No,600000,1287,7.7,"['Documentary', 'Comedy']","observational comedy,chicago illinois,comedian,reference to osama bin laden,italian american","Sebastian Maniscalco returns home to Chicago to perform in front of a live sold-out audience in this all-new comedy event. With his inimitable delivery, he burns modern-day society through the lens of his old-world Italian-America...",
6594351c8ac27c81aa9272a7,Sexy Beasts: Season 1,Yes,600000,95,5.8,"['Short', 'Documentary']","farm,animal park,voice over narration,travel documentary,rare bird","Visits to three animal parks in Miami, Florida: the Rare Bird Farm, with its many chickens, cranes, and other birds; the Monkey Jungle, where the visitors are caged and the simian inhabitants roam freely; and finally the Parrot Ju...",2021-07-21T00:00:00.000Z
6594351c8ac27c81aa9272a8,Shaolin Soccer // 少林足球,No,600000,86369,7.3,"['Action', 'Comedy', 'Fantasy']","soccer,football,soccer sport,martial arts action",A young Shaolin follower reunites with his discouraged brothers to form a soccer team using their martial art skills to their advantage.,
6594351c8ac27c81aa9272a9,Shaun the Sheep Movie,No,600000,42788,7.3,"['Animation', 'Adventure', 'Comedy']","no dialogue,memory loss,sheep,dog,stop motion animation","When Shaun decides to take the day off and have some fun, he gets a little more action than he bargained for. A mix up with the Farmer, a caravan and a very steep hill lead them all to the Big City and it&apos;s up to Shaun and the flo...",
6594351c8ac27c81aa9272aa,She's Gotta Have It: Season 1,Yes,600000,16011,6.8,"['Comedy', 'Romance']","new york city,national film registry,solo polyamory,three boyfriends,boyfriend girlfriend relationship",,2017-11-23T00:00:00.000Z
6594351c8ac27c81aa9272ab,Shtisel: Season 3 // שטיסל: עונה 3,Yes,600000,,,['Sci-Fi'],,Zombified podcast talks with immunologist Jessica Brinkworth and zombie apocalypse survival expert Cam Carlson about our current apocalyptish times.,2021-03-25T00:00:00.000Z
6594351c8ac27c81aa9272ac,Sing Again: Season 1 // รักอีกครั้ง: ซีซั่น 1,Yes,600000,396,5.4,"['Family', 'Animation', 'Short']","reference to bing crosby,reference to mae west,whale,shanghai,police",,
6594351c8ac27c81aa9272ad,Sløborn: Season 1,No,600000,,,"['Comedy', 'Talk-Show']",,Stephen &apos;tWitch&apos; Boss shares some of the best moments from the 2019-2020 season; Brothers Osborne perform;,
6594351c8ac27c81aa9272ae,Smallfoot,No,600000,42240,6.6,"['Animation', 'Adventure', 'Comedy']","yeti,snow,ice,icy landscape,feet",,
6594351c8ac27c81aa9272af,Sole a Catinelle,No,600000,6777,6.4,['Comedy'],father,The story of a father and son on a South-to-North road trip.,
6594351c8ac27c81aa9272b0,Solitary Gourmet: Season 2 // 孤独のグルメ: シーズン2,No,600000,480,8.1,['Drama'],"businessman,japanese drama,based on manga,live action manga adaptation,live action adaptation",,
6594351c8ac27c81aa9272b1,Solitary Gourmet: Season 3 // 孤独のグルメ: シーズン3,No,600000,480,8.1,['Drama'],"businessman,japanese drama,based on manga,live action manga adaptation,live action adaptation",,
6594351c8ac27c81aa9272b2,Solitary Gourmet: Season 9 // 孤独のグルメ: シーズン9,No,600000,480,8.1,['Drama'],"businessman,japanese drama,based on manga,live action manga adaptation,live action adaptation",,
6594351c8ac27c81aa9272b3,Sonic the Hedgehog 2,No,600000,82567,6.5,"['Action', 'Adventure', 'Comedy']","sequel,sonic the hedgehog character,knuckles the echidna character,dr. ivo &apos;eggman&apos; robotnik character,villain","When the manic Dr. Robotnik returns to Earth with a new ally, Knuckles the Echidna, Sonic and his new friend Tails is all that stands in their way.",
6594351c8ac27c81aa9272b4,South of Heaven,No,600000,2291,5.8,"['Crime', 'Drama', 'Thriller']","childhood,police interrogation,prison parole,lung cancer,punched in the face",,
6594351c8ac27c81aa9272b5,Special ID // 特殊身份,No,600000,4450,5.5,"['Action', 'Crime']","taekwondo,jujitsu,sniper,violence,martial arts",,
6594351c8ac27c81aa9272b6,Spirited // Jagat Arwah,Yes,600000,45660,6.6,"['Comedy', 'Family', 'Musical']","christmas,based on novella,based on the works of charles dickens,charles dickens character,magical journey",A musical version of Charles Dickens&apos;s story of a miserly misanthrope who is taken on a magical journey.,
6594351c8ac27c81aa9272b7,Splice,No,600000,100942,5.8,"['Horror', 'Sci-Fi']","scientist,spontaneous sex change,experiment,farm,manmade monster",,
6594351c8ac27c81aa9272b8,StarBeam: Season 2,No,600000,,,,,,2020-09-08T00:00:00.000Z
6594351c8ac27c81aa9272b9,StarBeam: Season 3,No,600000,,,,,,2021-03-09T00:00:00.000Z
6594351c8ac27c81aa9272ba,StarBeam: Halloween Hero,No,600000,16,5.7,"['Animation', 'Action', 'Adventure']","tv special,halloween,halloween costume,frankenstein costume,skeleton costume",,2020-10-06T00:00:00.000Z
6594351c8ac27c81aa9272bb,Steins;Gate 0: Season 1 // シュタインズ・ゲート ゼロ: シーズン1,No,600000,269,8.5,"['Comedy', 'Drama', 'Mystery']","playstation 3,xbox 360,ptsd post traumatic stress disorder,three word title,semicolon in title","It takes place at the end of the original Steins;Gate, set in the Beta worldline. where Rintaro Okabe falls into depression after failing to prevent the death of Kurisu Makise until he meets Maho Hiyajo several months later.",
6594351c8ac27c81aa9272bc,Steve Jobs,No,600000,176560,7.2,"['Biography', 'Drama']","computer,father daughter relationship,apple computer,dialogue driven,1990s",,
6594351c8ac27c81aa9272bd,Still 2gether // เพราะเรายังคู่กัน,No,600000,,,"['Short', 'Drama']",,"After months of listening to a client struggling to move on from a relationship, a therapist takes matters in her own hands.",
6594351c8ac27c81aa9272be,"StoryBots: Laugh, Learn, Sing: Collection 1",Yes,600000,12,8.5,"['Animation', 'Family']",,"Learn along with Beep, Boop, Bing, Bang, and Bo as they make their way through a musical alphabet, from awesome A&apos;s to mighty M&apos;s and all the way to Z.",2021-11-16T00:00:00.000Z
6594351c8ac27c81aa9272bf,Stretch Armstrong & the Flex Fighters: Season 2,Yes,600000,348,6.2,"['Animation', 'Short', 'Action']","heroism,superhero,male protagonist,white male lead in a diverse cast,superhero action","An action-comedy series based on Hasbro&apos;s stretchy, heroic toy.",2018-09-07T00:00:00.000Z
6594351c8ac27c81aa9272c0,Stronger Than the World // Mais Forte que o Mundo - A História de José Aldo,No,600000,2088,7.1,"['Action', 'Biography', 'Drama']",brazilian sportspeople,The Story of longtime UFC Featherweight champion and the struggles facing him on the road to the top.,
6594351c8ac27c81aa9272c1,Styling Hollywood: Season 1,Yes,600000,,,"['Animation', 'Comedy', 'Musical']","stage,graduation,diploma,audience,color rhapsodies","A dramatic school for children is holding graduation ceremonies in a huge auditorium. We see the kids are caricatures of Hollywood film stars, including Wallace Beery, Herman Bing, Joe E. Brown, Claudette Colbert, Stepin Fetchit, ...",2019-08-30T00:00:00.000Z
6594351c8ac27c81aa9272c2,Sunderland 'Til I Die: Season 1,Yes,600000,8976,8.1,"['Documentary', 'Sport']","football,timeframe 2010s,soccer sport,sports documentary,soccer","Highlights the unfailing passion Sunderland residents have for their beloved football club, taking viewers through the highs and lows of SAFC&apos;s 2017-18 season in the Championship following its relegation the previous year.",2018-12-14T00:00:00.000Z
6594351c8ac27c81aa9272c3,Suzan & Freek: Between You & Me // Suzan & Freek: Tussen Jou en Mij,No,600000,110,6.7,['Documentary'],couple,A Dutch documentary movie about a passionate music duo and couple who navigate remarkable success and accompanying fame after going viral from posting covers on social media.,2023-01-13T00:00:00.000Z
6594351c8ac27c81aa9272c4,Swallow,Yes,600000,27379,6.5,"['Drama', 'Thriller']","obsession,pica,swallowing a battery,self harm,object ingestion","Hunter, a newly pregnant housewife, finds herself increasingly compelled to consume dangerous objects. As her husband and his family tighten their control over her life, she must confront the dark secret behind her new obsession.",2021-10-01T00:00:00.000Z
6594351c8ac27c81aa9272c5,Tag (2018),No,600000,143861,6.5,"['Action', 'Comedy']","tag the game,friendship,male friendship,friendship between men,torture","A small group of former classmates organize an elaborate, annual game of tag that requires some to travel all over the country.",
6594351c8ac27c81aa9272c6,Tagged: Season 3,No,600000,,,['Short'],,Exclusive behind the scenes review of season four of Bull.,
6594351c8ac27c81aa9272c7,Take Point // PMC: 더 벙커,No,600000,,,"['Short', 'Sci-Fi']","iraq,time travel",A recruit deployed to Iraq stops on his way to base to call his dad and run to Mexico. The phone rings before he makes the call. The person on the other end changes everything.,
6594351c8ac27c81aa9272c8,Tamara (2016),No,600000,157,7,"['Drama', 'Romance']","transgender,one word title,transgender protagonist,bare chested male,undressing","The film is based on the real life of Teo, a distinguished, prominent, outstanding lawyer with a four-year marriage and two small children, who decides to accomplish her long-time secret: to transition into a trans woman.",
6594351c8ac27c81aa9272c9,Tamara Vol. 2,No,600000,251,5.2,"['Comedy', 'Romance']","based on comic book,based on franco belgian comic book,love,teenager,teenage girl",,
6594351c8ac27c81aa9272ca,Tazza: One Eyed Jack // 타짜: 원 아이드 잭,No,600000,634,6,"['Crime', 'Drama', 'Thriller']","based on comic,sequel,gambling,grifter,underworld",Do Il-Chool (Park Jung-Min) has a talent for playing poker and he is the son of Jjakgwi. His father was a gambler and had one ear cut off after he was caught cheating. Il-Chool meets mysterious gambler Aekku (Ryoo Seung-Bum) and g...,
6594351c8ac27c81aa9272cb,Terrace House: Aloha State: Part 1 // テラスハウス Aloha State: Part 1,Yes,600000,1103,7.4,"['Drama', 'Reality-TV']","camera,japanese reality show,terrace,aloha,hawaii",Terrace House: Aloha State focuses on six young people living in beautiful Hawaii. The camera crew follows the cast 24 hours-a-day to capture events in their lives as each pursues their dream.,2016-10-31T00:00:00.000Z
6594351c8ac27c81aa9272cc,Terrace House: Aloha State: Part 2 // テラスハウス Aloha State: Part 2,Yes,600000,1103,7.4,"['Drama', 'Reality-TV']","camera,japanese reality show,terrace,aloha,hawaii",Terrace House: Aloha State focuses on six young people living in beautiful Hawaii. The camera crew follows the cast 24 hours-a-day to capture events in their lives as each pursues their dream.,2017-01-09T00:00:00.000Z
6594351c8ac27c81aa9272cd,Terrace House: Aloha State: Part 3 // テラスハウス Aloha State: Part 3,Yes,600000,1103,7.4,"['Drama', 'Reality-TV']","camera,japanese reality show,terrace,aloha,hawaii",Terrace House: Aloha State focuses on six young people living in beautiful Hawaii. The camera crew follows the cast 24 hours-a-day to capture events in their lives as each pursues their dream.,2017-03-20T00:00:00.000Z
6594351c8ac27c81aa9272ce,That Time I Got Reincarnated as a Slime: OAD Season 1 // 転生したらスライムだった件 OAD,No,600000,1525,6.9,"['Animation', 'Action', 'Adventure']","world,killer,anime animation,isekai,slime",,
6594351c8ac27c81aa9272cf,The 15:17 to Paris,No,600000,35194,5.3,"['Biography', 'Drama', 'Thriller']","train,terrorism,paris france,american,soldier",,
6594351c8ac27c81aa9272d0,The 3rd Eye // Mata Batin,No,600000,,,,,,2018-09-27T00:00:00.000Z
6594351c8ac27c81aa9272d1,The Adventures of Tintin: Season 2 // Les aventures de Tintin: Saison 2,No,600000,,,,,,
6594351c8ac27c81aa9272d2,The Apprentice: ONE Championship Edition: Season 1,No,600000,,,['Documentary'],"formula 1,f1,motorsport,season review,year in title",,2022-02-01T00:00:00.000Z
6594351c8ac27c81aa9272d3,The Batman: Season 5,No,600000,,,"['Documentary', 'Animation', 'Short']","five word title,colon in title,2000s,sidekick,superhero",,
6594351c8ac27c81aa9272d4,The Bento brings happiness: Season 1 // 弁当屋さんのおもてなし: シーズン1,No,600000,,,,,,
6594351c8ac27c81aa9272d5,The Big Ugly,No,600000,6601,5.1,"['Crime', 'Drama', 'Thriller']",mob,Anglo-American relations go bad when London mob bosses invest in a West Virginia oil deal in hopes of laundering dirty money.,
6594351c8ac27c81aa9272d6,The Boys in the Band,Yes,600000,17477,6.8,['Drama'],"gay interest,gay,homosexual,homosexuality,male frontal nudity","At a birthday party in 1968 New York, a surprise guest and a drunken game leave seven gay friends reckoning with unspoken feelings and buried truths.",2020-09-30T00:00:00.000Z
6594351c8ac27c81aa9272d7,"The Brave ""Yoshihiko"" and The Demon's Key // 勇者ヨシヒコシリーズ: 勇者ヨシヒコと悪霊の鍵",No,600000,227,7.5,['Adventure'],"japanese drama,tv mini series",The Hero Yoshihiko returns with his three companions to find a mystic key that seals away monsters.,
6594351c8ac27c81aa9272d8,The Bros // 부라더,No,600000,210586,7.1,"['Animation', 'Adventure', 'Comedy']","based on video game,princess,talking gorilla,talking penguin,princess peach character",,
6594351c8ac27c81aa9272d9,The Bye Bye Man,No,600000,25606,4.3,"['Drama', 'Fantasy', 'Horror']","bare chested male,male rear nudity,hallucination,teen sex,sex scene",,
6594351c8ac27c81aa9272da,The Cabin in the Woods,No,600000,442985,7,"['Horror', 'Mystery', 'Thriller']","cabin in the woods,lovecraftian,torture chamber,topless woman,girl stripped down to panties","Five friends go for a break at a remote cabin, where they get more than they bargained for, discovering the truth behind the cabin in the woods.",
6594351c8ac27c81aa9272db,The Claus Family 2 // De Familie Claus 2,Yes,600000,834,5.5,"['Comedy', 'Family', 'Fantasy']","christmas,sequel,second part,holiday,santa claus","Jules Claus has embraced Christmas again and is getting ready for the busiest time of the year together with grandpa Noël. Everything seems to go according to plan, until Jules receives a very special letter with an intriguing que...",2021-12-07T00:00:00.000Z
6594351c8ac27c81aa9272dc,The Conductor (2019),No,600000,,,"['Documentary', 'Short', 'Comedy']",,Chuhei Iwasaki is a Prague-based conductor of numerous prestigious orchestras in the Czech Republic. Rene Kmet is a student of film directing and has always admired the immediacy of gestures and commands with which conductors can ...,
6594351c8ac27c81aa9272dd,The Disastrous Life of Saiki K.: Season 3 // 斉木楠雄のΨ難: 完結編,Yes,600000,680,5.5,['Comedy'],"live action remake of anime,school,psychotronic film,name in title,symbol in title","Saiki Kusuo is a powerful psychic who hates attracting attention, yet he is surrounded by colorful characters who always find a way to remove him from his everyday life.",
6594351c8ac27c81aa9272de,The Doll (2016),No,600000,939,5.2,"['Horror', 'Thriller']","girl,doll,reference to justin bieber,reference to justin timberlake,dollmaker",,
6594351c8ac27c81aa9272df,The Doll 2,No,600000,677,5.2,"['Horror', 'Thriller']","mother,sequel,evil doll,second part,number 2 in title","A mother uses her deceased daughter&apos;s doll as a medium to communicate with her, but the consequences are chilling.",
6594351c8ac27c81aa9272e0,The Doll 3,No,600000,267,4.6,"['Horror', 'Thriller']","sequel,third part,doll,final chapter,accident","After being possessed by the spirit of her late brother, a wicked doll terrorizes a woman and her loved ones.",
6594351c8ac27c81aa9272e1,The Female Prime Minister: Season 1 // 陸貞傳奇: 第 1 季 // 陆贞传奇: 第 1 季,No,600000,26,6.7,"['Comedy', 'Talk-Show']",prank,New Zealand Week begins with Stephen visiting Prime Minister Jacinda Ardern; actor Adam Driver (Marriage Story (2019)). Also: The 1975 performs.,
6594351c8ac27c81aa9272e2,The Fighter (2010),No,600000,384270,7.8,"['Action', 'Biography', 'Drama']","nipples visible through clothing,based on true story,boxing,boxer,domineering mother",,
6594351c8ac27c81aa9272e3,The Get Down: Part 2,Yes,600000,360768,6.5,"['Action', 'Adventure', 'Sci-Fi']","dystopia,rebellion,revolution,brainwashing,execution",,2017-04-07T00:00:00.000Z
6594351c8ac27c81aa9272e4,The Giant // Handia,No,600000,219971,8.1,"['Animation', 'Action', 'Adventure']","giant robot,1950s,government agent,friendship,small town",,
6594351c8ac27c81aa9272e5,The God Committee,No,600000,4554,5.8,['Drama'],"struggle,god in title,three word title,cyclist hit by car,new york city","An organ transplant committee has one hour to decide which of three patients deserves a life-saving heart. Seven years later, the committee members struggle with the consequences of that fateful decision.",
